chu,pinyin,pinyin_go,thanh,han_viet,nghia,nghia_khac,bo_thu,nhieu,chu_de,cap,vi_du,vi_du_nghia,dong_nghia,trai_nghia,so_net,ngu_hanh,thang_goc,thang_bac,tan_suat
谁,shéi,shei,2,thùy,ai,,讠|隹,谁|难|唯|准,nguoi,1,这是谁？,Đây là ai?,,,,,,,
己,jǐ,ji,3,kỷ,"bản thân, mình",,,己|已|巳|已,nguoi,1,自己做的。,Tự mình làm.,,,,,,,
别,bié,bie,2,biệt,khác; đừng,,,别|列|到|判,nguoi,1,别人的东西。,Đồ của người khác.,,,,,,,
医,yī,yi,1,y,"bác sĩ, y học",,,医|区|巨|匹,nguoi,1,医生看病。,Bác sĩ khám bệnh.,,,,,,,
护,hù,hu,4,hộ,"bảo vệ, hộ (lý)",,扌|户,护|户|护|扩,nguoi,1,护士很忙。,Y tá rất bận.,,,,,,,
警,jǐng,jing,3,cảnh,"cảnh giác, cảnh sát",,,警|敬|惊|景,nguoi,1,警察来了。,Cảnh sát đến rồi.,,,,,,,
士,shì,shi,4,sĩ,người có chuyên môn,,,士|土|干|工,nguoi,1,战士很勇敢。,Người lính rất dũng cảm.,,,,,,,
客,kè,ke,4,khách,khách,,宀|各,客|家|宿|寄,nguoi,1,客人来了。,Khách đến rồi.,,主,,,,,
司,sī,si,1,ty,"phụ trách, quản lý",,,司|同|向|问,nguoi,2,公司司机。,Tài xế công ty.,,,,,,,
厨,chú,chu,2,trù,"đầu bếp, bếp",,厂|封,厨|橱|封|尉,nguoi,2,厨师做饭。,Đầu bếp nấu cơm.,,,,,,,
商,shāng,shang,1,thương,"buôn bán, thương nhân",,,商|滴|摘|敌,nguoi,2,商人很聪明。,Thương nhân rất khôn ngoan.,,,,,,,
农,nóng,nong,2,nông,"nông nghiệp, nông dân",,,农|衣|依|辰,nguoi,2,农民种田。,Nông dân trồng ruộng.,,,,,,,
兵,bīng,bing,1,binh,"lính, binh sĩ",,斤|八,兵|丘|乒|乓,nguoi,2,当兵很辛苦。,Làm lính rất vất vả.,,,,,,,
军,jūn,jun,1,quân,quân đội,,,军|车|连|运,nguoi,2,军人很守纪律。,Quân nhân rất kỷ luật.,,,,,,,
主,zhǔ,zhu,3,chủ,"chủ nhân, chính",,,主|王|生|丰,nguoi,2,房子的主人。,Chủ nhân ngôi nhà.,,客,,,,,
邻,lín,lin,2,lân,hàng xóm,,阝|令,邻|邻|冷|领,nguoi,2,邻居很友好。,Hàng xóm rất thân thiện.,,,,,,,
皇,huáng,huang,2,hoàng,"vua, hoàng đế",,白|王,皇|白|皂|皆,nguoi,3,古代的皇帝。,Hoàng đế thời cổ đại.,,,,,,,
帝,dì,di,4,đế,hoàng đế,,,帝|带|常|席,nguoi,3,皇帝很威严。,Hoàng đế rất uy nghiêm.,,,,,,,
臣,chén,chen,2,thần,"bề tôi, quan",,,臣|巨|臥|坚,nguoi,3,大臣上朝。,Đại thần lên triều.,,,,,,,
官,guān,guan,1,quan,quan chức,,,官|宫|管|馆,nguoi,3,当官不容易。,Làm quan không dễ.,,,,,,,
众,zhòng,zhong,4,chúng,"đông người, quần chúng",,,众|从|丛|人,nguoi,3,观众很多。,Khán giả rất đông.,,,6,,人,3,3
仆,pú,pu,2,bộc,"người hầu, đầy tớ",,亻|卜,仆|扑|朴|卜,nguoi,3,仆人服侍主人。,Người hầu phục vụ chủ nhân.,,,,,,,
敌,dí,di,2,địch,"kẻ thù, địch",,,敌|适|敢|做,nguoi,3,敌人来了。,Kẻ địch đến rồi.,,,,,,,
盟,méng,meng,2,minh,"đồng minh, liên minh",,,盟|盘|盛|盗,nguoi,3,两国结盟。,Hai nước kết đồng minh.,,,,,,,
怕,pà,pa,4,phạ,sợ hãi,,忄|白,怕|怪|怖|恒,tinh_tu,1,我很怕黑。,Tôi rất sợ bóng tối.,,,,,,,
怒,nù,nu,4,nộ,giận dữ,,奴|心,怒|恕|努|如,tinh_tu,1,他很愤怒。,Anh ấy rất giận.,,,,,,,
喜,xǐ,xi,3,hỷ,"vui mừng, thích",,,喜|嘉|壹|鼓,tinh_tu,1,很喜欢这个。,Rất thích cái này.,,厌,,,,,
怪,guài,guai,4,quái,"kỳ quái, lạ",,忄|圣,怪|怕|怖|恒,tinh_tu,1,很奇怪。,Rất kỳ lạ.,,,,,,,
奇,qí,qi,2,kỳ,kỳ lạ,,大|可,奇|奋|奉|夺,tinh_tu,1,很奇特。,Rất kỳ đặc.,,,,,,,
满,mǎn,man,3,mãn,"đầy, thỏa mãn",,氵|满,满|瞒|莫|漏,tinh_tu,1,杯子满了。,Cốc đầy rồi.,,空,,,,,
足,zú,zu,2,túc,"đủ, chân",,,足|是|走|跑,tinh_tu,1,心满意足。,Rất mãn nguyện.,,,,,,,
伤,shāng,shang,1,thương,"bị thương, đau buồn",,亻|历,伤|杨|场|扬,tinh_tu,1,手受伤了。,Tay bị thương rồi.,,,,,,,
紧,jǐn,jin,3,khẩn,"căng thẳng, chặt",,,紧|坚|紧|贤,tinh_tu,2,心情很紧张。,Tâm trạng rất căng thẳng.,,松,,,,,
舒,shū,shu,1,thư,"thoải mái, dễ chịu",,舍|予,舒|输|舍|途,tinh_tu,2,躺着很舒服。,Nằm rất thoải mái.,,,,,,,
惊,jīng,jing,1,kinh,"kinh ngạc, sợ hãi",,忄|京,惊|凉|掠|凑,tinh_tu,2,很惊讶。,Rất kinh ngạc.,,,,,,,
羞,xiū,xiu,1,tu,"xấu hổ, thẹn",,,羞|着|差|盖,tinh_tu,2,她很害羞。,Cô ấy rất ngại ngùng.,,,,,,,
烦,fán,fan,2,phiền,"phiền toái, chán",,火|页,烦|顺|颂|颜,tinh_tu,2,很麻烦。,Rất phiền phức.,,,,,,,
忧,yōu,you,1,ưu,"lo lắng, ưu tư",,,忧|优|扰|犹,tinh_tu,2,很担忧。,Rất lo lắng.,,,,,,,
骄,jiāo,jiao,1,kiêu,"kiêu ngạo, tự hào",,马|乔,骄|桥|轿|骑,tinh_tu,2,很骄傲。,Rất kiêu ngạo.,,,,,,,
恨,hèn,hen,4,hận,căm hận,,忄|艮,恨|很|恳|狠,tinh_tu,3,他很恨我。,Anh ấy rất hận tôi.,,爱,,,,,
悲,bēi,bei,1,bi,buồn thảm,,非|心,悲|辈|罪|悬,tinh_tu,3,很悲伤。,Rất bi thương.,,喜,,,,,
虑,lǜ,lu,4,lự,"lo nghĩ, cân nhắc",,虍|思,虑|虎|虚|虞,tinh_tu,3,考虑一下。,Cân nhắc một chút.,,,,,,,
慌,huāng,huang,1,hoảng,hoảng hốt,,忄|荒,慌|荒|谎|慢,tinh_tu,3,别慌张。,Đừng hoảng hốt.,,,,,,,
趣,qù,qu,4,thú,thú vị,,走|取,趣|趋|越|超,tinh_tu,3,很有趣。,Rất thú vị.,,,,,,,
腻,nì,ni,4,nhị,"ngán, nhàm chán",,月|贰,腻|贰|腔|脆,tinh_tu,3,吃腻了。,Ăn ngán rồi.,,,,,,,
慨,kǎi,kai,3,khái,"cảm khái, hào phóng",,忄|既,慨|概|溉|既,tinh_tu,3,很感慨。,Rất cảm khái.,,,,,,,
话,huà,hua,4,thoại,điện thoại; lời nói,,讠|舌,话|活|括|适,do_vat,1,打电话。,Gọi điện thoại.,,,,,,,
网,wǎng,wang,3,võng,"mạng lưới, internet",,,网|冈|罗|罔,do_vat,1,上网查资料。,Lên mạng tra tài liệu.,,,,,,,
扇,shàn,shan,4,phiến,cái quạt,,户|羽,扇|户|房|扁,do_vat,1,一把扇子。,Một cái quạt.,,,,,,,
绳,shéng,sheng,2,thằng,sợi dây thừng,,纟|黾,绳|蝇|绝|继,do_vat,1,一根绳子。,Một sợi dây thừng.,,,,,,,
旗,qí,qi,2,kỳ,lá cờ,,,旗|族|旋|旅,do_vat,1,一面旗子。,Một lá cờ.,,,,,,,
牌,pái,pai,2,bài,"biển hiệu, thẻ bài",,片|卑,牌|碑|脾|啤,do_vat,1,一块牌子。,Một tấm biển hiệu.,,,,,,,
键,jiàn,jian,4,kiện,"phím, chìa khóa",,钅|建,键|健|建|键,do_vat,2,按一个键。,Nhấn một phím.,,,,,,,
络,luò,luo,4,lạc,"mạng lưới, kết nối",,纟|各,络|络|洛|骆,do_vat,2,网络很快。,Mạng rất nhanh.,,,,,,,
屏,píng,ping,2,bình,màn hình,,尸|并,屏|屈|层|居,do_vat,2,屏幕很大。,Màn hình rất to.,,,,,,,
梯,tī,ti,1,thê,cái thang,,木|弟,梯|悌|递|涕,do_vat,2,爬楼梯。,Leo cầu thang.,,,,,,,
铃,líng,ling,2,linh,cái chuông,,钅|令,铃|冷|领|玲,do_vat,2,门铃响了。,Chuông cửa reo rồi.,,,,,,,
鼓,gǔ,gu,3,cổ,cái trống,,,鼓|鼗|鼙|鼓,do_vat,2,打鼓。,Đánh trống.,,,,,,,
幕,mù,mu,4,mạc,"màn, màn hình",,莫|巾,幕|暮|墓|慕,do_vat,3,屏幕的幕。,Cái màn của màn hình.,,,,,,,
琴,qín,qin,2,cầm,đàn (nhạc cụ),,,琴|琵|琶|瑟,do_vat,3,弹钢琴。,Chơi đàn piano.,,,,,,,
笛,dí,di,2,địch,sáo,,竹|由,笛|笔|符|笑,do_vat,3,吹笛子。,Thổi sáo.,,,,,,,
锣,luó,luo,2,la,"thanh la, cồng",,钅|罗,锣|罗|逻|萝,do_vat,3,敲锣打鼓。,Gõ thanh la đánh trống.,,,,,,,
望,wàng,wang,4,vọng,"nhìn xa, hy vọng",,,望|忘|亡|忙,dongtu,1,希望成功。,Hy vọng thành công.,,,,,,,
请,qǐng,qing,3,thỉnh,"mời, xin",,讠|青,请|清|情|晴,dongtu,1,请坐。,Mời ngồi.,,,,,,,
谢,xiè,xie,4,tạ,cảm ơn,,讠|射,谢|谁|讲|谈,dongtu,1,谢谢你。,Cảm ơn bạn.,,,,,,,
道,dào,dao,4,đạo,con đường; nói,,,道|首|导|遵,dongtu,1,知道了。,Biết rồi.,,,,,,,
罚,fá,fa,2,phạt,trừng phạt,,,罚|罪|署|罢,dongtu,1,受到惩罚。,Bị trừng phạt.,,,,,,,
盼,pàn,pan,4,phán,"mong mỏi, trông đợi",,目|分,盼|盯|盲|眼,dongtu,2,盼望你回来。,Mong bạn trở về.,,,,,,,
祝,zhù,zhu,4,chúc,chúc mừng,,礻|兄,祝|视|礼|祖,dongtu,2,祝你生日快乐。,Chúc bạn sinh nhật vui vẻ.,,,,,,,
贺,hè,he,4,hạ,chúc mừng,,加|贝,贺|加|架|贵,dongtu,2,祝贺你。,Chúc mừng bạn.,,,,,,,
夸,kuā,kua,1,khoa,"khen ngợi, khoe khoang",,大|亏,夸|奋|夺|奇,dongtu,2,老师夸我。,Thầy giáo khen tôi.,,,,,,,
邀,yāo,yao,1,yêu,mời,,,邀|激|傲|徼,dongtu,3,邀请朋友。,Mời bạn bè.,,,,,,,
歉,qiàn,qian,4,khiểm,"xin lỗi, áy náy",,,歉|谦|嫌|歉,dongtu,3,道歉了。,Đã xin lỗi rồi.,,,,,,,
奖,jiǎng,jiang,3,tưởng,"phần thưởng, khen thưởng",,,奖|将|浆|酱,dongtu,3,得了大奖。,Đoạt được giải lớn.,,,,,,,
惩,chéng,cheng,2,trừng,trừng trị,,,惩|征|微|徽,dongtu,3,惩罚坏人。,Trừng phạt kẻ xấu.,,,,,,,
衣,yī,yi,1,y,"áo, quần áo",,,衣|农|衣|哀,do_vat,1,新衣服。,Quần áo mới.,,,,,,,
服,fú,fu,2,phục,quần áo; phục vụ,,,服|报|股|朋,do_vat,1,衣服很漂亮。,Quần áo rất đẹp.,,,,,,,
裤,kù,ku,4,khố,quần,,衤|库,裤|库|裙|袜,do_vat,1,一条裤子。,Một cái quần.,,,12,,,,3
帽,mào,mao,4,mạo,"mũ, nón",,巾|冒,帽|冒|帅|帐,do_vat,1,戴帽子。,Đội mũ.,,,12,,,,3
鞋,xié,xie,2,hài,"giày, dép",,革|圭,鞋|鞍|鞭|鞋,do_vat,1,一双鞋子。,Một đôi giày.,,,15,,,,3
船,chuán,chuan,2,thuyền,thuyền,,,船|般|舱|艇,do_vat,1,一条船。,Một chiếc thuyền.,,,,水,,,
裙,qún,qun,2,quần,váy,,衤|君,裙|裤|裤|袄,do_vat,2,一条裙子。,Một cái váy.,,,,,,,
袜,wà,wa,4,miệt,"tất, vớ",,衤|末,袜|裤|袄|裙,do_vat,2,一双袜子。,Một đôi tất.,,,,,,,
套,tào,tao,4,sáo,"bộ, áo khoác ngoài",,大|长,套|长|奎|査,do_vat,2,一套衣服。,Một bộ quần áo.,,,10,,,,3
围,wéi,wei,2,vi,quây quanh; khăn quàng,,,围|国|团|因,do_vat,2,一条围巾。,Một chiếc khăn quàng.,,,,,,,
轮,lún,lun,2,luân,"bánh xe, vòng",,车|仑,轮|论|伦|抡,do_vat,2,车轮转动。,Bánh xe quay.,,,,,,,
铁,tiě,tie,3,thiết,sắt,,钅|失,铁|钱|钢|铅,do_vat,2,铁很硬。,Sắt rất cứng.,,,,金,,,2
艇,tǐng,ting,3,đĩnh,"thuyền nhỏ, xuồng",,舟|廷,艇|舰|船|艘,do_vat,3,一艘小艇。,Một chiếc xuồng nhỏ.,,,,,,,
胎,tāi,tai,1,thai,lốp xe; bào thai,,月|台,胎|抬|苔|治,do_vat,3,轮胎爆了。,Lốp xe bị nổ.,,,,,,,
钢,gāng,gang,1,cương,thép,,钅|冈,钢|刚|钢|钩,do_vat,3,钢铁很结实。,Thép rất chắc chắn.,,,,,,,
街,jiē,jie,1,nhai,"phố, đường phố",,,街|衔|冲|征,do_vat,3,大街上很热闹。,Trên phố rất nhộn nhịp.,,,,,,,
巷,xiàng,xiang,4,hạng,"ngõ, hẻm",,,巷|港|巻|卷,do_vat,3,小巷很窄。,Con hẻm nhỏ rất hẹp.,,,,,,,
树,shù,shu,4,thụ,cây,,木|对,树|林|森|校,rung,1,一棵大树。,Một cây to.,,,,木,,,2
苹,píng,ping,2,bình,táo (quả),,艹|平,苹|坪|评|苗,rung,1,苹果很甜。,Quả táo rất ngọt.,,,,木,,,
梨,lí,li,2,lê,quả lê,,禾|利,梨|利|梁|棃,rung,1,一个梨子。,Một quả lê.,,,,木,,,
柑,gān,gan,1,cam,"quả cam, quýt",,木|甘,柑|甘|柚|橘,rung,1,柑橘很酸。,Cam quýt rất chua.,,,,,,,
枣,zǎo,zao,3,táo,táo tàu,,,枣|東|果|来,rung,1,红枣很甜。,Táo tàu đỏ rất ngọt.,,,,,,,
茎,jīng,jing,1,hành,thân cây (mềm),,艹|坙,茎|经|径|轻,rung,2,花茎很细。,Thân hoa rất mảnh.,,,,,,,
柿,shì,shi,4,thị,quả hồng,,木|市,柿|柏|柚|杮,rung,2,柿子很软。,Quả hồng rất mềm.,,,,,,,
椰,yē,ye,1,da,dừa,,木|耶,椰|椰|棕|柳,rung,2,椰子树很高。,Cây dừa rất cao.,,,,,,,
榴,liú,liu,2,lựu,lựu (quả),,木|留,榴|留|溜|流,rung,2,石榴很红。,Quả lựu rất đỏ.,,,,,,,
柚,yòu,you,4,dữu,bưởi,,木|由,柚|油|抽|轴,rung,2,柚子很大。,Quả bưởi rất to.,,,,,,,
藻,zǎo,zao,3,tảo,"tảo, rong biển",,艹|澡,藻|澡|操|燥,rung,3,海藻很绿。,Rong biển rất xanh.,,,,,,,
藕,ǒu,ou,3,ngẫu,củ sen,,艹|禺,藕|偶|遇|寓,rung,3,莲藕很脆。,Củ sen rất giòn.,,,,,,,
麻,má,ma,2,ma,"cây gai dầu, mè",,,麻|磨|摩|魔,rung,3,芝麻很香。,Mè rất thơm.,,,,,,,
棉,mián,mian,2,miên,"cây bông, bông vải",,木|帛,棉|绵|帛|锦,rung,3,棉花很软。,Bông vải rất mềm.,,,,,,,
蜗,wō,wo,1,oa,ốc sên,,虫|呙,蜗|锅|窝|涡,thu,1,蜗牛爬得慢。,Ốc sên bò rất chậm.,,,,,,,
鸦,yā,ya,1,nha,quạ,,牙|鸟,鸦|鸣|鸭|鸽,thu,1,乌鸦很黑。,Con quạ rất đen.,,,,,,,
燕,yàn,yan,4,yến,"chim yến, chim én",,,燕|热|热|烈,thu,1,燕子飞回来了。,Chim én đã bay về.,,,,,,,
鳄,è,e,4,ngạc,cá sấu,,鱼|咢,鳄|鲸|鲨|鳖,thu,2,鳄鱼很危险。,Cá sấu rất nguy hiểm.,,,,,,,
犀,xī,xi,1,tê,tê giác,,,犀|犁|犯|型,thu,2,犀牛的角。,Sừng tê giác.,,,,,,,
鹤,hè,he,4,hạc,con hạc,,,鹤|鹅|鹰|鸦,thu,2,仙鹤很优雅。,Con hạc rất thanh nhã.,,,,,,,
鹊,què,que,4,thước,"chim khách, ác là",,,鹊|雀|鸦|鸽,thu,2,喜鹊报喜。,Chim khách báo tin vui.,,,,,,,
蟒,mǎng,mang,3,mãng,trăn,,虫|莽,蟒|莽|蛇|蟠,thu,3,蟒蛇很大。,Con trăn rất to.,,,,,,,
蝎,xiē,xie,1,hiết,bò cạp,,虫|曷,蝎|喝|渴|蝴,thu,3,蝎子有毒。,Bò cạp có độc.,,,,,,,
蜥,xī,xi,1,tích,thằn lằn,,虫|析,蜥|析|晰|蜴,thu,3,蜥蜴很快。,Thằn lằn rất nhanh.,,,,,,,
蝠,fú,fu,2,bức,con dơi,,虫|畐,蝠|福|幅|蝙,thu,3,蝙蝠在夜里飞。,Con dơi bay vào ban đêm.,,,,,,,
正,zhèng,zheng,4,chính,"chính giữa, ngay ngắn, đúng",,,正|止|走|定,phuong,1,正中间。,Đúng chính giữa.,,偏,,,,,
反,fǎn,fan,3,phản,"ngược lại, đảo ngược",,,反|友|发|双,phuong,1,反方向。,Hướng ngược lại.,,正,,,,,
央,yāng,yang,1,ương,"trung tâm, giữa",,,央|夹|失|夫,phuong,1,中央位置。,Vị trí trung tâm.,,,,,,,
途,tú,tu,2,đồ,"con đường, lộ trình",,,途|徐|徒|途,phuong,1,半途而废。,Bỏ dở giữa đường.,,,,,,,
朝,cháo,chao,2,triều,hướng về; buổi sáng,,,朝|潮|嘲|廟,phuong,1,朝东走。,Đi về hướng đông.,,,,,,,
横,héng,heng,2,hoành,ngang,,木|黄,横|黄|广|横,phuong,1,横线。,Đường kẻ ngang.,,竖,,,,,
竖,shù,shu,4,thụ,"dọc, thẳng đứng",,,竖|坚|紧|贤,phuong,1,竖线。,Đường kẻ dọc.,,横,,,,,
偏,piān,pian,1,thiên,"lệch, nghiêng",,亻|扁,偏|遍|篇|骗,phuong,2,偏左一点。,Hơi lệch sang trái một chút.,,正,,,,,
顺,shùn,shun,4,thuận,"thuận theo, xuôi",,,顺|须|颜|颖,phuong,2,顺路走。,Đi theo đường thuận.,,逆,,,,,
逆,nì,ni,4,nghịch,"ngược, trái chiều",,,逆|递|逐|迎,phuong,2,逆流而上。,Ngược dòng đi lên.,,顺,,,,,
度,dù,du,4,độ,"độ, mức độ",,广|廿,度|席|府|庆,phuong,2,角度很大。,Góc độ rất lớn.,,,,,,,
段,duàn,duan,4,đoạn,"đoạn, khúc",,,段|殿|锻|叚,phuong,2,一段路。,Một đoạn đường.,,,,,,,
径,jìng,jing,4,kính,"đường tắt, đường kính",,彳|巠,径|经|轻|茎,phuong,2,直径很长。,Đường kính rất dài.,,,,,,,
纵,zòng,zong,4,tung,"dọc, chiều dọc",,纟|从,纵|从|丛|队,phuong,2,纵横交错。,Dọc ngang đan xen.,,横,,,,,
缘,yuán,yuan,2,duyên,duyên phận; rìa,,,缘|绿|录|缓,phuong,3,边缘很危险。,Rìa rất nguy hiểm.,,,,,,,
轴,zhóu,zhou,2,trục,trục,,车|由,轴|由|轮|轨,phuong,3,中轴线。,Đường trục giữa.,,,,,,,
局,jú,ju,2,cục,"cục bộ, tình thế",,尸|口,局|尽|居|尿,phuong,3,局部地区。,Khu vực cục bộ.,,,,,,,
截,jié,jie,2,tiệt,"cắt đoạn, chặn",,,截|栽|载|裁,phuong,3,截止时间。,Thời gian chốt lại.,,,,,,,
幅,fú,fu,2,bức,"bề rộng, bức (tranh)",,巾|畐,幅|副|富|辐,phuong,3,一幅画。,Một bức tranh.,,,,,,,
斜,xié,xie,2,tà,"xiên, chéo",,斗|余,斜|余|斗|科,phuong,3,斜线很陡。,Đường chéo rất dốc.,,,,,,,
册,cè,ce,4,sách,"quyển, tập",,,册|删|栅|珊,hoc,1,一册书。,Một quyển sách.,,,,,,,
体,tǐ,ti,3,thể,cơ thể; thể (chữ),,亻|本,体|休|体|化,hoc,1,身体很好。,Cơ thể rất khỏe.,,,7,,,,3
章,zhāng,zhang,1,chương,"chương (sách), con dấu",,立|早,章|童|竟|音,hoc,1,第一章。,Chương thứ nhất.,,,,,,,
节,jié,jie,2,tiết,"đoạn, tiết, lễ",,,节|艺|亏|巾,hoc,1,这一节课。,Tiết học này.,,,,,,,
篇,piān,pian,1,thiên,"bài văn, thiên (chương)",,竹|扁,篇|遍|偏|骗,hoc,1,一篇文章。,Một bài văn.,,,,,,,
页,yè,ye,4,hiệt,trang (giấy),,,页|贝|负|贡,hoc,1,这一页。,Trang này.,,,,,,,
墨,mò,mo,4,mặc,mực,,黑|土,墨|黑|默|黛,hoc,2,墨水用完了。,Mực hết rồi.,,,,,,,
简,jiǎn,jian,3,giản,"đơn giản, thẻ tre",,竹|间,简|问|间|闻,hoc,2,很简单。,Rất đơn giản.,,繁,,,,,
繁,fán,fan,2,phồn,"phức tạp, phồn thịnh",,,繁|系|敏|每,hoc,2,繁体字。,Chữ phồn thể.,,简,,,,,
签,qiān,qian,1,thiêm,"ký tên, nhãn",,竹|签,签|签|铅|签,hoc,2,签名。,Ký tên.,,,,,,,
版,bǎn,ban,3,bản,"phiên bản, bản in",,片|反,版|板|片|贩,hoc,2,出版了。,Đã xuất bản.,,,,,,,
砚,yàn,yan,4,nghiễn,nghiên mực,,石|见,砚|视|规|观,hoc,3,一方砚台。,Một cái nghiên mực.,,,,,,,
译,yì,yi,4,dịch,"dịch, phiên dịch",,讠|译,译|驿|泽|绎,hoc,3,翻译成越南语。,Dịch sang tiếng Việt.,,,,,,,
稿,gǎo,gao,3,cảo,bản thảo,,禾|高,稿|高|篙|嵩,hoc,3,写稿子。,Viết bản thảo.,,,,,,,
编,biān,bian,1,biên,"biên soạn, đan",,纟|扁,编|遍|偏|篇,hoc,3,编写课本。,Biên soạn sách giáo khoa.,,,,,,,
著,zhù,zhu,4,trứ,"viết, trứ tác",,艹|者,著|署|着|箸,hoc,3,著名作家。,Nhà văn nổi tiếng.,,,,,,,
育,yù,yu,4,dục,"nuôi dưỡng, giáo dục",,,育|盲|流|充,gia_dinh,1,教育孩子。,Giáo dục con cái.,,,,,,,
孤,gū,gu,1,cô,"mồ côi, cô đơn",,子|瓜,孤|狐|弧|孙,gia_dinh,1,孤儿很可怜。,Trẻ mồ côi rất đáng thương.,,独,,,,,
独,dú,du,2,độc,"một mình, độc thân",,犭|虫,独|狼|狮|猴,gia_dinh,1,独生子女。,Con một.,,孤,,,,,
氏,shì,shi,4,thị,họ (dòng họ),,,氏|民|氐|氓,gia_dinh,1,姓氏。,Họ tên.,,,,,,,
承,chéng,cheng,2,thừa,"thừa kế, gánh vác",,,承|丞|烝|拯,gia_dinh,1,继承家业。,Thừa kế sự nghiệp gia đình.,,,,,,,
抚,fǔ,fu,3,phủ,"vỗ về, nuôi dưỡng",,扌|无,抚|扰|拥|扶,gia_dinh,2,抚养孩子。,Nuôi dưỡng con cái.,,,,,,,
继,jì,ji,4,kế,"kế tiếp, thừa kế",,,继|断|绝|继,gia_dinh,2,继父。,Cha kế.,,,,,,,
嫂,sǎo,sao,3,tẩu,chị dâu,,女|叟,嫂|搜|艘|溲,gia_dinh,2,嫂子很好。,Chị dâu rất tốt.,,,,,,,
婿,xù,xu,4,tế,con rể,,女|胥,婿|媳|婚|姻,gia_dinh,2,女婿来了。,Con rể đến rồi.,,,,,,,
媳,xí,xi,2,tức,con dâu,,女|息,媳|息|媒|嫁,gia_dinh,2,儿媳很孝顺。,Con dâu rất hiếu thảo.,,,,,,,
嫁,jià,jia,4,giá,"lấy chồng, gả",,女|家,嫁|家|稼|嫁,gia_dinh,3,她嫁人了。,Cô ấy đã lấy chồng.,,娶,,,,,
娶,qǔ,qu,3,thú,"lấy vợ, cưới",,取|女,娶|取|聚|娘,gia_dinh,3,他娶妻了。,Anh ấy đã cưới vợ.,,嫁,,,,,
寡,guǎ,gua,3,quả,góa (chồng/vợ),,,寡|寝|察|冠,gia_dinh,3,寡妇很坚强。,Người góa phụ rất kiên cường.,,,,,,,
甥,shēng,sheng,1,sanh,cháu (con chị/em gái),,生|男,甥|舅|甥|外,gia_dinh,3,外甥很聪明。,Đứa cháu rất thông minh.,,,,,,,
餐,cān,can,1,xan,bữa ăn,,,餐|飧|歺|冷,an,1,早餐很香。,Bữa sáng rất thơm.,,,,,,,
食,shí,shi,2,thực,"ăn, thức ăn",,,食|良|饭|饮,an,1,食物很多。,Thức ăn rất nhiều.,,,,,,,
味,wèi,wei,4,vị,mùi vị,,口|未,味|末|味|妹,an,1,味道很好。,Mùi vị rất ngon.,,,,,,,
面,miàn,mian,4,diện,"mì, bột mì",,,面|而|自|首,an,1,一碗面。,Một bát mì.,,,,,,,
蜜,mì,mi,4,mật,mật ong,,宀|虫,蜜|密|蜂|蜡,an,1,蜂蜜很甜。,Mật ong rất ngọt.,,,,,,,
饮,yǐn,yin,3,ẩm,"uống, đồ uống",,饣|欠,饮|饭|饱|次,an,1,饮料很凉。,Đồ uống rất mát.,,,,,,,
腥,xīng,xing,1,tinh,tanh (mùi cá),,月|星,腥|星|猩|惺,an,2,鱼很腥。,Cá rất tanh.,,,,,,,
料,liào,liao,4,liệu,"nguyên liệu, gia vị",,米|斗,料|科|斗|斜,an,2,加点调料。,Cho thêm chút gia vị.,,,,,,,
碟,dié,die,2,điệp,đĩa nhỏ,,石|枼,碟|碗|蝶|碑,an,2,一碟小菜。,Một đĩa món ăn nhỏ.,,,,,,,
粒,lì,li,4,lạp,hạt,,米|立,粒|米|粉|籽,an,2,一粒米。,Một hạt gạo.,,,,,,,
乳,rǔ,ru,3,nhũ,sữa,,,乳|孔|浮|乱,an,2,牛乳很浓。,Sữa bò rất đặc.,,,,,,,
肴,yáo,yao,2,hào,"món ăn, thức nhắm",,肉|爻,肴|看|着|首,an,3,菜肴很丰富。,Món ăn rất phong phú.,,,,,,,
宴,yàn,yan,4,yến,tiệc,,宀|妟,宴|安|宾|宁,an,3,生日宴会。,Tiệc sinh nhật.,,,,,,,
席,xí,xi,2,tịch,"chiếu, tiệc, chỗ ngồi",,,席|度|库|应,an,3,喜宴的席位。,Chỗ ngồi tiệc cưới.,,,,,,,
渣,zhā,zha,1,tra,"bã, cặn",,氵|查,渣|茶|楂|渡,an,3,茶渣。,Bã trà.,,,,,,,
浆,jiāng,jiang,1,tương,"nước ép sánh, sữa",,,浆|将|奖|酱,an,3,豆浆很香。,Sữa đậu nành rất thơm.,,,,,,,
片,piàn,pian,4,phiến,"miếng, lát (lượng từ)",,,片|叶|版|牌,so,1,一片面包。,Một lát bánh mì.,,,,,,,
颗,kē,ke,1,khỏa,"hạt, viên (lượng từ)",,果|页,颗|棵|裸|果,so,1,一颗星星。,Một ngôi sao.,,,,,,,
层,céng,ceng,2,tằng,"tầng, lớp",,,层|尺|尼|居,so,1,五层楼。,Tòa nhà năm tầng.,,,,,,,
批,pī,pi,1,phê,"lô, đợt",,,批|北|比|此,so,1,一批货物。,Một lô hàng.,,,,,,,
排,pái,pai,2,bài,"hàng, dãy",,扌|非,排|牌|徘|悲,so,1,一排树。,Một hàng cây.,,,,,,,
群,qún,qun,2,quần,"đàn, nhóm, bầy",,君|羊,群|羊|君|群,so,2,一群羊。,Một đàn cừu.,,,,,,,
